timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1691877612888,23638,HTTP Request,200,OK,ThreadLogin 1-1,text,true,,762167,232,11,11,https://www.daraz.com.bd/,344,0,0
1691877612888,344,HTTP Request-0,301,Moved Permanently,ThreadLogin 1-1,text,true,,600,114,11,11,https://daraz.com.bd/,344,0,0
1691877613233,23293,HTTP Request-1,200,OK,ThreadLogin 1-1,text,true,,761567,118,11,11,https://www.daraz.com.bd/,74,0,0
1691877623782,12879,HTTP Request,200,OK,ThreadLogin 1-20,text,true,,762216,232,10,10,https://www.daraz.com.bd/,74,0,0
1691877623782,74,HTTP Request-0,301,Moved Permanently,ThreadLogin 1-20,text,true,,600,114,10,10,https://daraz.com.bd/,74,0,0
1691877623856,12805,HTTP Request-1,200,OK,ThreadLogin 1-20,text,true,,761616,118,10,10,https://www.daraz.com.bd/,76,0,0
1691877624280,12509,HTTP Request,200,OK,ThreadLogin 1-38,text,true,,762164,232,9,9,https://www.daraz.com.bd/,74,0,0
1691877624280,74,HTTP Request-0,301,Moved Permanently,ThreadLogin 1-38,text,true,,600,114,9,9,https://daraz.com.bd/,74,0,0
1691877624354,12435,HTTP Request-1,200,OK,ThreadLogin 1-38,text,true,,761564,118,9,9,https://www.daraz.com.bd/,78,0,0
1691877634760,2127,HTTP Request,200,OK,ThreadLogin 1-30,text,true,,762190,232,8,8,https://www.daraz.com.bd/,68,0,0
1691877634760,68,HTTP Request-0,301,Moved Permanently,ThreadLogin 1-30,text,true,,600,114,8,8,https://daraz.com.bd/,68,0,0
1691877634828,2059,HTTP Request-1,200,OK,ThreadLogin 1-30,text,true,,761590,118,8,8,https://www.daraz.com.bd/,74,0,0
1691877632528,4615,HTTP Request,200,OK,ThreadLogin 1-32,text,true,,762165,232,7,7,https://www.daraz.com.bd/,60,0,0
1691877632528,60,HTTP Request-0,301,Moved Permanently,ThreadLogin 1-32,text,true,,600,114,7,7,https://daraz.com.bd/,60,0,0
1691877632589,4554,HTTP Request-1,200,OK,ThreadLogin 1-32,text,true,,761565,118,7,7,https://www.daraz.com.bd/,63,0,0
1691877624840,12378,HTTP Request,200,OK,ThreadLogin 1-28,text,true,,762182,232,6,6,https://www.daraz.com.bd/,358,0,0
1691877624840,358,HTTP Request-0,301,Moved Permanently,ThreadLogin 1-28,text,true,,600,114,6,6,https://daraz.com.bd/,358,0,0
1691877625198,12020,HTTP Request-1,200,OK,ThreadLogin 1-28,text,true,,761582,118,6,6,https://www.daraz.com.bd/,86,0,0
1691877623923,13322,HTTP Request,200,OK,ThreadLogin 1-29,text,true,,762166,232,5,5,https://www.daraz.com.bd/,75,0,0
1691877623923,75,HTTP Request-0,301,Moved Permanently,ThreadLogin 1-29,text,true,,600,114,5,5,https://daraz.com.bd/,75,0,0
1691877623998,13247,HTTP Request-1,200,OK,ThreadLogin 1-29,text,true,,761566,118,5,5,https://www.daraz.com.bd/,78,0,0
1691877620622,16860,HTTP Request,200,OK,ThreadLogin 1-33,text,true,,762168,232,4,4,https://www.daraz.com.bd/,73,0,0
1691877620622,73,HTTP Request-0,301,Moved Permanently,ThreadLogin 1-33,text,true,,600,114,4,4,https://daraz.com.bd/,73,0,0
1691877620695,16787,HTTP Request-1,200,OK,ThreadLogin 1-33,text,true,,761568,118,4,4,https://www.daraz.com.bd/,84,0,0
1691877627278,10362,HTTP Request,200,OK,ThreadLogin 1-36,text,true,,762182,232,3,3,https://www.daraz.com.bd/,64,0,0
1691877627278,64,HTTP Request-0,301,Moved Permanently,ThreadLogin 1-36,text,true,,600,114,3,3,https://daraz.com.bd/,64,0,0
1691877627343,10297,HTTP Request-1,200,OK,ThreadLogin 1-36,text,true,,761582,118,3,3,https://www.daraz.com.bd/,176,0,0
1691877624542,13581,HTTP Request,200,OK,ThreadLogin 1-2,text,true,,762190,232,2,2,https://www.daraz.com.bd/,80,0,0
1691877624542,80,HTTP Request-0,301,Moved Permanently,ThreadLogin 1-2,text,true,,600,114,2,2,https://daraz.com.bd/,80,0,0
1691877624622,13501,HTTP Request-1,200,OK,ThreadLogin 1-2,text,true,,761590,118,2,2,https://www.daraz.com.bd/,76,0,0
1691877622497,16244,HTTP Request,200,OK,ThreadLogin 1-6,text,true,,762164,232,1,1,https://www.daraz.com.bd/,85,0,0
1691877622497,85,HTTP Request-0,301,Moved Permanently,ThreadLogin 1-6,text,true,,600,114,1,1,https://daraz.com.bd/,85,0,0
1691877622582,16159,HTTP Request-1,200,OK,ThreadLogin 1-6,text,true,,761564,118,1,1,https://www.daraz.com.bd/,78,0,0
